geography_type,geography_code,reference_year,population_count,remoteness,area_sqkm,population_density_per_sqkm,available_context_note,reliability_flag
ndia_service_area,Limestone Coast,2025,69717.0,Outer Regional Australia,21336.388,3.267516507480085,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Loddon,2025,261396.0,Inner Regional Australia,19026.176,13.738756542565358,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Mackay,2025,193813.0,Remote Australia,90140.1884,2.150128632302703,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Mallee,2025,94469.0,Outer Regional Australia,39933.302800000005,2.3656695884418553,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Maroochydore,2025,499995.0,Inner Regional Australia,10007.696,49.961049975938515,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Maryborough,2025,169886.0,Outer Regional Australia,35187.6055,4.828006838942195,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Mid North Coast,2025,241076.0,Outer Regional Australia,11323.5823,21.289729134569015,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Midwest-Gascoyne,2025,70223.0,Very Remote Australia,601869.0925,0.11667487311620009,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Murray and Mallee,2025,74882.0,Outer Regional Australia,36211.3271,2.067916477990667,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Murrumbidgee,2025,311023.0,Outer Regional Australia,122238.3305,2.544398297390032,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,NO usual address / Offshore (NT),2025,,Migratory - Offshore - Shipping (NT),0.0,,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,NO usual address / Offshore (TAS),2025,,Migratory - Offshore - Shipping (Tas.),0.0,,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Nepean Blue Mountains,2025,400929.0,Inner Regional Australia,9123.2402,43.945899835016945,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,No usual address / Offshore (NSW),2025,,Migratory - Offshore - Shipping (NSW),0.0,,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,No usual address / Offshore (Qld),2025,,Migratory - Offshore - Shipping (Qld),0.0,,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,No usual address / Offshore (SA),2025,,Migratory - Offshore - Shipping (SA),0.0,,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,No usual address / Offshore (TAS),2025,,Migratory - Offshore - Shipping (Vic.),0.0,,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,No usual address / Offshore (WA),2025,,Migratory - Offshore - Shipping (WA),0.0,,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,North East Melbourne,2025,720178.0,Major Cities of Australia,1057.5846,680.9649081501376,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,North East Metro,2025,390470.0,Inner Regional Australia,2055.4524,189.96791168698434,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,North Metro,2025,422742.0,Inner Regional Australia,782.2022,540.4510496135143,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,North Sydney,2025,939051.0,Major Cities of Australia,892.8913,1051.6968862839183,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Northern Adelaide,2025,514951.0,Major Cities of Australia,692.0167,744.1308858586794,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Northern NSW,2025,322698.0,Inner Regional Australia,20706.4995,15.584382092202498,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Other Territories,2025,2498.0,Inner Regional Australia,105.8806,23.592612811034314,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Outer East Melbourne,2025,444973.0,Major Cities of Australia,2643.5263,168.3255430445311,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Outer Gippsland,2025,96220.0,Outer Regional Australia,31756.9247,3.029890359629187,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Ovens Murray,2025,137518.0,Inner Regional Australia,23778.4055,5.783314612916328,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Robina,2025,691230.0,Major Cities of Australia,1333.386,518.4020231200868,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Rockhampton,2025,254611.0,Very Remote Australia,452446.2034,0.5627431462274924,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,South East Metro,2025,345057.0,Major Cities of Australia,249.9409,1380.5543630514253,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,South Eastern Sydney,2025,868063.0,Major Cities of Australia,480.4785,1806.6635655913844,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,South Metro,2025,441742.0,Inner Regional Australia,3596.5947,122.82229076298199,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,South West,2025,210962.0,Inner Regional Australia,24802.4119,8.505705043951794,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,South Western Sydney,2025,1318283.0,Major Cities of Australia,6275.1998,210.07825121361074,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Southern Adelaide,2025,397006.0,Major Cities of Australia,663.0649,598.743803208404,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Southern Melbourne,2025,717085.0,Major Cities of Australia,1821.5424,393.66912348567894,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Southern NSW,2025,228673.0,Inner Regional Australia,44532.961,5.134915686383396,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Sydney,2025,621058.0,Major Cities of Australia,102.9406,6033.168642887257,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,TAS North,2025,156393.0,Outer Regional Australia,19975.336,7.829305099048146,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,TAS North West,2025,120091.0,Outer Regional Australia,22524.7897,5.331503716547462,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,TAS South East,2025,131947.0,Remote Australia,19090.8905,6.911516254309876,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,TAS South West,2025,167830.0,Inner Regional Australia,6426.5231,26.11520994921811,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Toowoomba,2025,294745.0,Very Remote Australia,396526.6343,0.7433170296878593,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Townsville,2025,280540.0,Very Remote Australia,448024.0894,0.6261716872762423,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Unincorporated NSW,2025,975.0,Remote Australia,93208.9194,0.010460372314969676,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Unincorporated NT,2025,8207.0,Remote Australia,19792.8884,0.4146438778485711,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Unincorporated SA,2025,3001.0,Very Remote Australia,619426.0858,0.004844807264008189,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Unincorporated Vic,2025,917.0,Outer Regional Australia,283.1903,3.2381052599612348,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Western Adelaide,2025,197388.0,Major Cities of Australia,91.8762,2148.4127554252354,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Western District,2025,153831.0,Outer Regional Australia,56838.23790000001,2.706470251077224,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Western Melbourne,2025,864515.0,Major Cities of Australia,718.2442,1203.6505132933896,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Western NSW,2025,289419.0,Outer Regional Australia,249799.4106,1.1586056160214175,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Western Sydney,2025,1207980.0,Major Cities of Australia,781.5853,1545.5510742077672,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Wheat Belt,2025,81725.0,Outer Regional Australia,158615.4385,0.5152398831592929,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
ndia_service_area,Yorke and Mid North,2025,79930.0,Outer Regional Australia,34850.6503,2.2935009623048552,"Currently limited to local population, remoteness and area context. Census, SEIFA, DSS, PHIDU, workforce and housing sources are not available locally.",derived_from_local_curated_source
